0.8993 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice', 'PTB', 'pyo', 'pygame'] (in that order).
3.7384 	WARNING 	User requested fullscreen with size [1707  960], but screen is actually [2560, 1440]. Using actual size
5.8990 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([-1., -1., -1.]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x000002CFBB8B3FD0>, gamma=None, gammaErrorPolicy='raise', lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x000002CFBD84D100>, multiSample=False, name='window1', numSamples=2, pos=(0, 0), screen=0, size=array([2560, 1440]), stencilBits=0, stereo=False, units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
5.8991 	EXP 	window1: mouseVisible = True
5.9003 	EXP 	window1: mouseVisible = False
5.9003 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
5.9003 	EXP 	window1: recordFrameIntervals = False
5.9590 	EXP 	window1: recordFrameIntervals = True
6.0255 	EXP 	Screen (0) actual frame rate measured at 166.71Hz
6.0255 	EXP 	window1: recordFrameIntervals = False
7.0772 	EXP 	Created image = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, image='materials/Test_intro.JPG', interpolate=True, mask=None, maskParams=None, name='image', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([1.28, 0.72]), texRes=128.0, units='height', win=Window(...))
7.0817 	EXP 	Created back = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='back', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([1.28, 0.72]), texRes=128.0, units='height', win=Window(...))
7.0843 	EXP 	Created predictp = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='predictp', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([1.28, 0.72]), texRes=128.0, units='height', win=Window(...))
7.0869 	EXP 	Created predictp_2 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='predictp_2', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([1.28, 0.72]), texRes=128.0, units='height', win=Window(...))
7.2961 	EXP 	Created text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.04, italic=False, languageStyle='LTR', name='text', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
7.3000 	EXP 	Created predictp_3 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='predictp_3', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([1.28, 0.72]), texRes=128.0, units='height', win=Window(...))
7.3036 	EXP 	window1: mouseVisible = True
7.5601 	EXP 	Created slider = Slider(__class__=<class 'psychopy.visual.slider.Slider'>, autoDraw=False, autoLog=True, borderColor=None, color=None, colorSpace='rgb', depth=-1, fillColor=None, flip=False, font='Arial', granularity=0.0, labelColor=None, labelHeight=0.05, labelWrapWidth=None, labels=[1, 2, 3, 4, 5, 6, 7], lineColor=None, markerColor=None, name='slider', opacity=None, ori=0.0, pos=array([ 0. , -0.2]), readOnly=False, self=UNKNOWN, size=array([0.8 , 0.08]), startValue=4, style='rating', styleTweaks=[], ticks=array([1, 2, 3, 4, 5, 6, 7]), units='height', win=Window(...))
7.5880 	EXP 	Created text_2 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([ 1,  1, -1]), colorSpace='rgb', contrast=1.0, depth=-2.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.04, italic=False, languageStyle='LTR', name='text_2', opacity=1.0, ori=0.0, pos=array([-0.01, -0.13]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=2.0)
7.5887 	EXP 	Created text_3 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([-1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=-3.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text_3', opacity=1.0, ori=0.0, pos=array([0. , 0.2]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
7.6051 	EXP 	Created text_4 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=-4.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text_4', opacity=1.0, ori=0.0, pos=array([ 0. , -0.3]), rgb=UNKNOWN, text='请使用鼠标移动滑块以给出您的评分', units='height', win=Window(...), wrapWidth=1)
7.6271 	EXP 	Created text_5 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text_5', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='您现在已经完成了20个试次，\n\n您可以休息最多60秒\n\n按任意键以继续实验', units='height', win=Window(...), wrapWidth=1)
7.6361 	EXP 	Created text_11 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text_11', opacity=1.0, ori=0.0, pos=array([ 0. , -0.2]), rgb=UNKNOWN, text='您现在已经完成了上机部分的实验，\n\n请您休息一会儿，\n谢谢您的参与！', units='height', win=Window(...), wrapWidth=1)
7.6722 	EXP 	slider: autoLog = True
7.6722 	EXP 	slider: markerPos = 4
7.6722 	EXP 	slider: styleTweaks = []
7.6722 	EXP 	slider: styleTweaks = []
7.6722 	EXP 	slider: styleTweaks = []
7.6722 	EXP 	slider: styleTweaks = []
7.6722 	EXP 	slider: contrast = 1.0
7.6722 	EXP 	slider: autoLog = True
7.6722 	EXP 	image: autoDraw = True
8.6402 	EXP 	Imported sessions/session1/order_25.xlsx as conditions, 160 conditions, 9 params
8.6414 	EXP 	Created sequence: sequential, trialTypes=160, nReps=1, seed=None
8.6416 	EXP 	New trial (rep=0, index=0): {'name': '陈强', 'behave': '陈强挥手让堂兄去捡球。堂兄跑去捡球，', 'evaluation': '陈强挥手让堂兄去捡球这种行为：', 'number': 37, 'cond': 'goodPhappyE', 'situation': 'materials/situations/37.PNG', 'reason': 'materials/happyreason/37.PNG', 'propose': 'materials/goodpropose/37.PNG', 'ending': 'materials/happyending/37.PNG'}
8.6614 	EXP 	image: autoDraw = False
8.6614 	EXP 	back: image = 'materials/situations/37.PNG'
8.6614 	EXP 	back: autoDraw = True
8.6662 	DATA 	Keypress: space
8.8628 	EXP 	back: autoDraw = False
8.8628 	EXP 	predictp: image = 'materials/happyreason/37.PNG'
8.8628 	EXP 	predictp: autoDraw = True
8.8639 	DATA 	Keypress: space
12.4099 	EXP 	predictp: autoDraw = False
12.4099 	EXP 	predictp_2: image = 'materials/goodpropose/37.PNG'
12.4099 	EXP 	predictp_2: autoDraw = True
12.4112 	DATA 	Keypress: space
14.7257 	EXP 	predictp_2: autoDraw = False
14.7257 	EXP 	text: height = 0.04
14.7257 	EXP 	text: height = 0.04
14.7257 	EXP 	text: height = 0.04
14.7257 	EXP 	text: text = '陈强挥手让堂兄去捡球。堂兄跑去捡球，'
14.7257 	EXP 	text: autoDraw = True
15.3474 	DATA 	Keypress: space
17.7159 	EXP 	text: autoDraw = False
